step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
1111,0.026217030361294746,0.9867256637168141,,,,,,,,2026-09-21T00:57:37.3420000Z
1112,0.432852566242218,0.8731117824773413,,,,,,,,2026-09-21T00:57:38.5270000Z
1113,0.07026912271976471,0.971830985915493,,,,,,,,2026-09-21T00:57:40.0800000Z
1114,9.991409751819447E-05,1,,,,,,,,2026-09-21T00:57:41.2550000Z
1115,0.0522320494055748,0.9801587301587301,,,,,,,,2026-09-21T00:57:42.4680000Z
1116,0.38357457518577576,0.9050632911392406,,,,,,,,2026-09-21T00:57:43.6530000Z
1117,0.15633709728717804,0.9637362637362638,,,,,,,,2026-09-21T00:57:44.8920000Z
1118,0.014056541956961155,0.9953051643192489,,,,,,,,2026-09-21T00:57:46.0940000Z
1119,0.7349720001220703,0.7931034482758621,,,,,,,,2026-09-21T00:57:47.3130000Z
1120,0.07367979735136032,0.9807162534435262,,,,,,,,2026-09-21T00:57:48.7950000Z
1121,0.0001885240781120956,1,,,,,,,,2026-09-21T00:57:50.3260000Z
1122,0.15121310949325562,0.9523809523809523,,,,,,,,2026-09-21T00:57:51.2460000Z
1123,0.1460486650466919,0.9553014553014553,,,,,,,,2026-09-21T00:57:52.4560000Z
1124,9.393137588631362E-05,1,,,,,,,,2026-09-21T00:57:53.6430000Z
1125,0.2086305171251297,0.9434850863422292,,,,,,,,2026-09-21T00:57:54.8620000Z
1126,0.3082325756549835,0.9313186813186813,,,,,,,,2026-09-21T00:57:56.0780000Z
1127,0.2881777286529541,0.9234042553191489,,,,,,,,2026-09-21T00:57:57.3070000Z
1128,0.20243720710277557,0.9513888888888888,,,,,,,,2026-09-21T00:57:59.0970000Z
1129,0.439978688955307,0.8795918367346939,,,,,,,,2026-09-21T00:58:00.0270000Z
1130,0.00015348992019426078,1,,,,,,,,2026-09-21T00:58:01.2410000Z
1131,0.07393467426300049,0.9842105263157894,,,,,,,,2026-09-21T00:58:02.4740000Z
1132,0.0031151198782026768,1,,,,,,,,2026-09-21T00:58:03.6520000Z
1133,0.9542964696884155,0.7810150375939849,,,,,,,,2026-09-21T00:58:05.1620000Z
1134,0.19894669950008392,0.9429477020602218,,,,,,,,2026-09-21T00:58:06.3530000Z
1135,0.0001973002654267475,1,,,,,,,,2026-09-21T00:58:07.5710000Z
1136,0.6313388347625732,0.8351409978308026,,,,,,,,2026-09-21T00:58:08.7590000Z
1137,0.14460240304470062,0.9560439560439561,,,,,,,,2026-09-21T00:58:10.2740000Z
1138,0.0288657508790493,0.9888143176733781,,,,,,,,2026-09-21T00:58:11.4610000Z
1139,1.0669121742248535,0.72840790842872,,,,,,,,2026-09-21T00:58:12.6790000Z
1140,0.520149827003479,0.8765432098765432,,,,,,,,2026-09-21T00:58:13.8610000Z
1141,0.27568984031677246,0.9357541899441341,,,,,,,,2026-09-21T00:58:15.0790000Z
